Case;VehCat;Year;TrafficScenario;Component;RoadCat;TrafficSit;Gradient;V_weighted;EFA_weighted;AmbientCondPattern;EFA_WTT_weighted;EFA_WTW_weighted
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Trunk-Nat./70/St+Go;0%;14.40676308;0.000417128;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Rural;URB/Trunk-Nat./80/Freeflow;0%;74.38507843;0.000156295;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Rural;URB/Trunk-Nat./80/St+Go;0%;15.47885513;0.000405672;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Rural;URB/Trunk-Nat./90/Freeflow;0%;86.32706451;0.000149983;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Rural;URB/Trunk-Nat./90/St+Go;0%;15.47711849;0.000405307;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Rural;URB/Trunk-Nat./100/Freeflow;0%;95.18093109;0.000150864;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Rural;URB/Trunk-Nat./100/St+Go;0%;17.92463303;0.000355674;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Rural;URB/Trunk-Nat./110/Freeflow;0%;103.0821686;0.000173209;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Rural;URB/Trunk-Nat./110/St+Go;0%;17.92001534;0.000355737;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Trunk-City/50/Freeflow;0%;49.35813141;0.000146903;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Trunk-City/50/St+Go;0%;12.4886713;0.000392408;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Trunk-City/60/Freeflow;0%;57.21209335;0.000175702;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Trunk-City/60/St+Go;0%;12.48867226;0.000392408;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Trunk-City/70/Freeflow;0%;65.83341217;0.000173389;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Trunk-City/70/St+Go;0%;14.40676308;0.000417128;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Rural;URB/Trunk-City/80/Freeflow;0%;74.38507843;0.000156295;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Rural;URB/Trunk-City/80/St+Go;0%;15.47885513;0.000405672;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Rural;URB/Trunk-City/90/Freeflow;0%;86.32706451;0.000149983;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Rural;URB/Trunk-City/90/St+Go;0%;15.47711849;0.000405307;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Distr/30/Freeflow;0%;31.04372978;0.000145615;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Distr/30/St+Go;0%;9.621912003;0.000452531;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Distr/40/Freeflow;0%;39.04907227;0.000136107;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Distr/40/St+Go;0%;11.82721329;0.000389772;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Distr/50/Freeflow;0%;42.95036697;0.000167513;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Distr/50/St+Go;0%;12.48869419;0.000392405;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Distr/60/Freeflow;0%;52.0008049;0.000161058;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Distr/60/St+Go;0%;12.4885006;0.000392478;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Distr/70/Freeflow;0%;66.27461243;0.000172348;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Distr/70/St+Go;0%;14.40466785;0.000417252;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Rural;URB/Distr/80/Freeflow;0%;70.11457825;0.000135638;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Rural;URB/Distr/80/St+Go;0%;15.47916317;0.000405757;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Local/30/Freeflow;0%;30.15937805;0.000159224;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Local/30/St+Go;0%;9.621912003;0.000452531;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Local/40/Freeflow;0%;38.11209869;0.000150223;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Local/40/St+Go;0%;11.82717133;0.000389776;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Local/50/Freeflow;0%;41.66275406;0.000154679;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Local/50/St+Go;0%;12.48867226;0.000392408;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Local/60/Freeflow;0%;51.16711807;0.000161715;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Local/60/St+Go;0%;12.48855686;0.000392411;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Access/30/Freeflow;0%;28.91270638;0.000170705;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Access/30/St+Go;0%;9.621912003;0.000452531;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Access/40/Freeflow;0%;35.62505722;0.000168566;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Access/40/St+Go;0%;11.82716274;0.000389777;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Access/50/Freeflow;0%;40.68207169;0.000186593;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;URB/Access/50/St+Go;0%;12.48869419;0.000392405;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;RUR/MW/80/Freeflow;0%;82.81607056;0.001826527;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;RUR/MW/80/St+Go;0%;15.47885513;0.004016542;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;RUR/MW/90/Freeflow;0%;92.81604004;0.001884452;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;RUR/MW/90/St+Go;0%;17.92219162;0.00380018;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;RUR/MW/100/Freeflow;0%;102.0331345;0.002046511;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;RUR/MW/100/St+Go;0%;17.92219162;0.003799878;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;RUR/MW/110/Freeflow;0%;112.0321426;0.002349457;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;RUR/MW/110/St+Go;0%;17.92120361;0.003800022;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;RUR/MW/120/Freeflow;0%;122.0303116;0.002895727;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;RUR/MW/120/St+Go;0%;17.91460991;0.00380099;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;RUR/MW/130/Freeflow;0%;132.6271362;0.003684789;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;RUR/MW/130/St+Go;0%;17.92095566;0.003800862;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;RUR/MW/>130/Freeflow;0%;142.7669373;0.005082767;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;RUR/MW/>130/St+Go;0%;17.91753197;0.003799579;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;RUR/Semi-MW/90/Freeflow;0%;87.65540314;0.001992505;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;RUR/Semi-MW/90/St+Go;0%;17.91980171;0.003800064;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;RUR/Semi-MW/110/Freeflow;0%;106.9844055;0.002399905;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;RUR/Semi-MW/110/St+Go;0%;17.91929436;0.003800713;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;RUR/Trunk/60/Freeflow;0%;62.06960678;0.002029487;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;RUR/Trunk/60/St+Go;0%;13.27765656;0.004725408;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Trunk/70/Freeflow;0%;71.14556122;0.002142738;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Trunk/70/St+Go;0%;14.40660191;0.004299483;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Trunk/80/Freeflow;0%;79.04332733;0.00188712;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Trunk/80/St+Go;0%;15.47891235;0.004016886;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Trunk/90/Freeflow;0%;87.65540314;0.001992505;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Trunk/90/St+Go;0%;15.47173786;0.00401738;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Trunk/100/Freeflow;0%;96.43128204;0.002048305;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Trunk/100/St+Go;0%;17.9192524;0.003802367;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Trunk/110/Freeflow;0%;106.9844055;0.002399905;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Trunk/110/St+Go;0%;17.91929436;0.003800713;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;RUR/Distr/50/Freeflow;0%;48.93725204;0.002239189;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;RUR/Distr/50/St+Go;0%;12.48867226;0.004440721;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;RUR/Distr/60/Freeflow;0%;57.93897247;0.002019449;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;RUR/Distr/60/St+Go;0%;13.27598476;0.004725124;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Distr/70/Freeflow;0%;66.94226074;0.002049832;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Distr/70/St+Go;0%;14.40682983;0.00429935;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Distr/80/Freeflow;0%;76.14403534;0.002034178;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Distr/80/St+Go;0%;15.47885513;0.0040163;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Distr/90/Freeflow;0%;85.08071899;0.00209604;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Distr/90/St+Go;0%;15.47851944;0.004016415;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Distr/100/Freeflow;0%;94.0226593;0.002263643;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Distr/100/St+Go;0%;17.93109322;0.003799438;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;RUR/Distr-sin./50/Freeflow;0%;43.23242569;0.002494704;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;RUR/Distr-sin./50/St+Go;0%;12.48866558;0.004440656;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;RUR/Distr-sin./60/Freeflow;0%;51.42971039;0.002085299;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;RUR/Distr-sin./60/St+Go;0%;14.40879345;0.004258357;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Distr-sin./70/Freeflow;0%;60.36349487;0.002103907;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Distr-sin./70/St+Go;0%;14.41936111;0.00425709;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Distr-sin./80/Freeflow;0%;68.63941193;0.002161799;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Distr-sin./80/St+Go;0%;14.92584133;0.004204501;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Distr-sin./90/Freeflow;0%;76.76605225;0.002226787;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Distr-sin./90/St+Go;0%;14.92581272;0.004204628;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Distr-sin./100/Freeflow;0%;85.02165985;0.002450565;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Distr-sin./100/St+Go;0%;14.91899109;0.004204774;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;RUR/Local/50/Freeflow;0%;46.53916931;0.002500613;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;RUR/Local/50/St+Go;0%;12.48534012;0.004440724;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;RUR/Local/60/Freeflow;0%;55.08581924;0.002073113;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;RUR/Local/60/St+Go;0%;13.27597713;0.004725496;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Local/70/Freeflow;0%;63.6858902;0.00204321;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Local/70/St+Go;0%;14.40676308;0.004299572;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Local/80/Freeflow;0%;72.18523407;0.002102377;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Local/80/St+Go;0%;15.48021507;0.004016447;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;RUR/Local-sin./50/Freeflow;0%;41.93020248;0.002690241;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;RUR/Local-sin./50/St+Go;0%;12.48839855;0.004440596;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;RUR/Local-sin./60/Freeflow;0%;48.74945068;0.002341405;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;RUR/Local-sin./60/St+Go;0%;14.42250538;0.004256326;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Local-sin./70/Freeflow;0%;57.36956024;0.002331102;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Local-sin./70/St+Go;0%;14.42250633;0.004256326;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Local-sin./80/Freeflow;0%;65.22600555;0.002252816;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;RUR/Local-sin./80/St+Go;0%;14.92547131;0.004204484;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;RUR/Access/30/Freeflow;0%;33.69337463;0.002732338;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;RUR/Access/30/St+Go;0%;9.621912003;0.005038647;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;RUR/Access/40/Freeflow;0%;38.44244385;0.002698542;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;RUR/Access/40/St+Go;0%;11.82721329;0.004539283;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;RUR/Access/50/Freeflow;0%;43.90235519;0.002495773;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;RUR/Access/50/St+Go;0%;12.48865891;0.004440671;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;URB/MW-Nat./80/Freeflow;0%;79.03363037;0.00197352;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;URB/MW-Nat./80/St+Go;0%;15.47885513;0.004016212;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;URB/MW-Nat./90/Freeflow;0%;88.43366241;0.001884782;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;URB/MW-Nat./90/St+Go;0%;17.92218399;0.003802335;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;URB/MW-Nat./100/Freeflow;0%;96.93362427;0.002009466;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;URB/MW-Nat./100/St+Go;0%;17.92219162;0.003799837;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;URB/MW-Nat./110/Freeflow;0%;106.4404526;0.002325346;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;URB/MW-Nat./110/St+Go;0%;17.92109489;0.00380096;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;URB/MW-Nat./120/Freeflow;0%;115.9400406;0.002739091;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;URB/MW-Nat./120/St+Go;0%;17.92113495;0.003800472;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;URB/MW-Nat./130/Freeflow;0%;126.038681;0.003340283;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;MW;URB/MW-Nat./130/St+Go;0%;17.91689682;0.003798695;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;URB/MW-City/60/Freeflow;0%;62.73363876;0.001743886;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;URB/MW-City/60/St+Go;0%;13.27598476;0.0047256;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;URB/MW-City/70/Freeflow;0%;69.43365479;0.001843876;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;URB/MW-City/70/St+Go;0%;14.40676308;0.00429903;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;URB/MW-City/80/Freeflow;0%;79.03363037;0.00197352;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;URB/MW-City/80/St+Go;0%;15.47885513;0.004016212;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;URB/MW-City/90/Freeflow;0%;88.43366241;0.001884782;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;URB/MW-City/90/St+Go;0%;17.92218399;0.003802335;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;URB/MW-City/100/Freeflow;0%;96.93362427;0.002009466;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;URB/MW-City/100/St+Go;0%;17.92219162;0.003799837;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;URB/MW-City/110/Freeflow;0%;106.4404526;0.002325346;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;URB/MW-City/110/St+Go;0%;17.92109489;0.00380096;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;URB/Trunk-Nat./70/Freeflow;0%;65.83341217;0.002184422;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;URB/Trunk-Nat./70/St+Go;0%;14.40676308;0.004299572;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;URB/Trunk-Nat./80/Freeflow;0%;74.38507843;0.00210214;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;URB/Trunk-Nat./80/St+Go;0%;15.47885513;0.004016545;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;URB/Trunk-Nat./90/Freeflow;0%;86.32706451;0.001938042;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;URB/Trunk-Nat./90/St+Go;0%;15.47711849;0.00401698;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;URB/Trunk-Nat./100/Freeflow;0%;95.18093109;0.002012996;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;URB/Trunk-Nat./100/St+Go;0%;17.92463303;0.003800126;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;URB/Trunk-Nat./110/Freeflow;0%;103.0821686;0.002154044;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Rural;URB/Trunk-Nat./110/St+Go;0%;17.92001534;0.003802568;Ø/France - Avg;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;URB/Trunk-City/50/Freeflow;0%;49.35813141;0.002231417;Ø/France - Avg;;
